charity_id,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,organization_type,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions
1273,89,599292,"Hope Ministries, Iowa",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9900,Des Moines,nan,153163,1.31,Chief Executive Officer,465896,92.15,1242722,13713708,Human Services : Homeless Services ,524558,90.44,0,9843378,IA,10439883
1274,97,492893,The HOPE Program,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5906,Brooklyn,nan,164471,6.23,Executive Director,175110,78.5,335317,3067883,Human Services : Social Services ,21235,84.64,0,1811460,NY,2793545
1275,77,142305,"Hope Ministries, Indiana",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10049,South Bend,nan,,,Executive Director,160683,88.53,251706,3768878,Human Services : Homeless Services ,44079,81.82,0,1610304,IN,2120919
1276,96,1105393,HOPE International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8235,Lancaster,nan,138631,0.86,"President, CEO",232971,88.88,1824402,14606094,International : Development and Relief Services ,-141880,91.64,0,13037463,PA,16342109
1277,89,506804,Hope House,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14740,Lee's Summit,nan,101532,2.12,"President, CEO",-677807,88.48,519315,7186610,Human Services : Social Services ,84548,88.73,0,3748356,MO,4011243
1278,81,196425,Hope Harbor Children's Home & Family Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14613,Claremore,nan,,,Executive Director,759857,75.88,140265,2685210,"Human Services : Youth Development, Shelter, and Crisis Services ",226630,78.28,0,789351,OK,1624875
1279,100,102015,Hope House of Colorado,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16885,Westminster,nan,64263,5.33,Executive Director,688776,81,291671,3660833,Human Services : Children's and Family Services ,9,86.56,0,811042,CO,1893495
1280,97,124702,The Hope Heart Institute ,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11249,Bellevue,nan,117600,7.74,Executive Director,140085,72.75,336742,1652817,"Health : Diseases, Disorders, and Disciplines ",-26042,80.61,0,1057213,WA,1472165
1281,89,57572,Hope Helps,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16385,Oviedo,nan,64815,3.81,Executive Director,636264,80,168845,1012754,Human Services : Homeless Services ,317002,83.85,0,1471694,FL,2017373
1282,85,277886,Hope Gospel Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15770,Eau Claire,nan,90968,2.89,Executive Director,159883,81.62,399223,2398072,Human Services : Homeless Services ,88533,83.22,0,2467402,WI,3212169
1283,100,893140,The Hope Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9686,Ann Arbor,nan,133880,1.69,"President, CEO",-127371,92.5,37291,22601033,Health : Medical Research ,1004926,94.69,0,6962000,MI,4409225
1284,100,349173,Hope For The Warriors®,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13101,Springfield,nan,146348,2.34,"President, CEO",2662737,94.51,841396,4965346,Human Services : Social Services ,347527,96.11,0,5042065,VA,8438764
1285,77,93336,Hope for the Hungry,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12686,Belton,nan,,,nan,-174431,89.35,20784,331833,Religion : Religious Activities ,708,82.07,0,906657,TX,845638
1286,100,142883,Hope for Haiti's Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13128,Cincinnati,nan,74031,3.2,President,582697,100,134060,4096505,International : Development and Relief Services ,104284,100,0,2033595,OH,2788951
1287,85,132941,Hope Community,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15134,Minneapolis,nan,78025,3.57,Executive Director,-398061,97.5,129709,6324735,Community Development : Housing and Neighborhood Development ,121283,89.24,0,1921732,MN,1201894
1288,89,257381,Hope Cottage,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10850,Dallas,nan,115000,5.55,Chief Executive Officer,1017939,95.47,168330,8446531,Human Services : Children's and Family Services ,224000,91.58,0,1643592,TX,1495859
1289,100,404076,Hope Children's Home,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8082,Tampa,nan,54371,1.46,Executive Director,415104,92.48,208203,6966081,"Human Services : Youth Development, Shelter, and Crisis Services ",-1222,94.68,0,3104992,FL,4133597
1290,96,490087,Hope for Haiti,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9170,Naples,nan,145200,0.97,President,-507805,94.94,332253,5194662,International : Humanitarian Relief Supplies ,468007,95.43,0,14031582,FL,13878110
1291,100,263827,Hope & Heroes Children's Cancer Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11151,New York,nan,,,Executive Director,55284,82.5,18454,632417,"Health : Medical Research , ",-191980,87.62,0,2716042,NY,3245587
1292,93,2273536,Hope Enterprise Corporation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7979,Jackson,nan,409053,3.63,Chief Executive Officer,7377088,76.51,283514,25322571,Community Development : Housing and Neighborhood Development ,914703,82.66,0,8696443,MS,16596816
1293,93,224772,Hope 4 Kids International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11707,Phoenix,nan,118983,3.73,President,619887,91.23,107244,1330422,International : Development and Relief Services ,14649,92.06,0,2852959,AZ,3790213
1294,89,146760,Honor Flight Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13145,Springfield,nan,73000,3.47,Executive Director,-28768,100,61049,2409489,Human Services : Social Services ,-8517,92.22,0,1890966,OH,1493735
1295,96,88708,HonestReporting.com,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10982,New York,nan,48232,4.11,Executive Director,-10680,85,81695,430663,"International : International Peace, Security, and Affairs , ",5917,89.02,0,1001963,NY,1132263
1296,89,3627104,Honolulu Museum of Art,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3828,Honolulu,nan,98401,0.59,"Interim Director, Deputy Director",-5540911,82.82,1741036,104804875,"Arts, Culture, Humanities : Museums ",1915951,85.57,0,11062269,HI,7045842
1297,81,133157,HOPE Farm,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10798,Fort Worth,nan,137780,9.06,"Executive Director, President",-252132,93.39,98816,5579715,Human Services : Children's and Family Services ,21747,85.77,0,1288593,TX,1164447
1298,100,126375,Hope Center for Kids,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13972,Omaha,nan,95794,4.02,Executive Director,14812,90.52,257893,4174877,"Human Services : Youth Development, Shelter, and Crisis Services ",121219,93.29,0,1994002,NE,2176058
1299,70,40131,HomeWord,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8459,San Juan Capistrano,nan,15000,0.96,President,-371178,68.57,297975,-184901,Religion : Religious Activities ,63174,69.27,0,1215217,CA,973497
1300,92,230863,Hope Clinic,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15301,Ypsilanti,nan,66302,2.46,Executive Director,-440881,90,136479,5084620,Human Services : Homeless Services ,59952,90.94,0,2323055,MI,2189564
1301,100,715991,HomeSafe,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13125,Lake Worth,nan,148835,1.75,CEO,1342274,91.68,368801,11980848,Human Services : Children's and Family Services ,130258,94.11,0,7372420,FL,7245019
1302,97,491698,Homeward Bound of Marin,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7980,Novato,nan,136115,1.86,Executive Director,979005,91.41,243721,12497716,Human Services : Homeless Services ,49848,93.56,0,6545808,CA,6308521
1303,100,536687,"Homeward Bound, Phoenix",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9738,Phoenix,nan,174231,3.9,Executive Director,1954563,70.55,499803,2037132,Community Development : Housing and Neighborhood Development ,2650029,79.17,0,3425744,AZ,2898140
1304,100,1177850,Homes For Our Troops,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11553,Taunton,nan,130732,0.56,Executive Director,-1606705,85.89,1443615,13143592,Human Services : Social Services ,-88162,90.02,0,20427478,MA,21530400
1305,93,236612,Homes With Hope,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13381,Westport,nan,140000,5.8,President/CEO,78604,82.25,177482,2278705,Human Services : Homeless Services ,357718,86.5,0,1997982,CT,1872952
1306,96,351677,Homestretch,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12309,Falls Church,nan,117659,4.24,Executive Director,122412,77.1,141571,936271,Human Services : Children's and Family Services ,35785,83.56,0,2279490,VA,2506615
1307,85,139218,Honolulu Theatre for Youth,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14839,Honolulu,nan,69223,4.23,Managing Director,22574,88.45,134933,678791,"Arts, Culture, Humanities : Performing Arts ",-2544,86.61,0,1359430,HI,816013
1308,92,409234,"Homeless Solutions, Inc.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8532,Morristown,nan,117447,2.89,CEO,-750492,84.62,436698,14186797,Human Services : Homeless Services ,27812,87.74,0,3214945,NJ,2689861
1309,85,278557,Homeless Family Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8614,Vero Beach,nan,,,President,-773173,89.5,241542,1993623,Human Services : Homeless Services ,121182,87.05,0,1186636,FL,501737
1310,97,167857,Homeless Connections,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14309,Appleton,nan,84319,5.12,Executive Director,20333,91.13,136045,2460351,Human Services : Homeless Services ,13684,93.37,0,1341163,WI,1631759
1311,92,90838,"HomeFront, CT/NY",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15721,Stamford,nan,,,nan,-21781,85,35770,500795,Community Development : Housing and Neighborhood Development ,0,87.97,0,901584,CT,1006411
1312,89,734166,Homeless Prenatal Program,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11284,San Francisco,nan,124932,1.98,Executive Director,1132327,97.01,445940,6529066,Human Services : Social Services ,518511,91.93,0,5125807,CA,6870277
1313,100,721241,Homeless Empowerment Program,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6618,Clearwater,nan,100269,1.63,President and Chief Executive Officer,1423112,90.19,545865,12370769,Human Services : Homeless Services ,176873,93.06,0,4854363,FL,7018864
1314,84,1975568,Homeboy Industries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11556,Los Angeles,nan,60000,0.42,CEO,-298219,83.25,1273616,8442783,"Human Services : Youth Development, Shelter, and Crisis Services ",4405966,83.62,0,10878748,CA,9423747
1315,100,525265,"HomeFront, NJ",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9849,Lawrenceville,nan,149665,1.55,Executive Director,-191781,87.93,364972,6735115,Human Services : Homeless Services ,43379,91.46,0,8707258,NJ,6957063
1316,92,649551,Home Repair Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8658,Grand Rapids,nan,12662,0.44,Executive Director,-450555,84.73,90766,3283931,Community Development : Housing and Neighborhood Development ,19826,87.81,0,2123690,MI,1282205
1317,100,83785,HomeAid Orange County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9154,Irvine,nan,154800,9.83,Executive Director,85011,80.9,176117,625420,Community Development : Housing and Neighborhood Development ,-11708,86.49,0,1313786,CA,1625035
1318,96,44002,Home School Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11191,Purcellville,nan,,,President,-123435,89.28,46943,1060041,"Education : Scholarship and Financial Support , ",4769,91.9,0,1776463,VA,1739204
1319,89,491422,Home Sweet Home Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15293,Bloomington,nan,92955,2.6,Chief Executive Officer,-47458,88.75,333139,2915941,Human Services : Homeless Services ,57572,88.87,0,2748665,IL,2280255
1320,89,2992982,Home of the Innocents,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6322,Louisville,nan,,,President/CEO,-2322859,92.79,630174,62394822,Human Services : Children's and Family Services ,727559,90.69,0,31753428,KY,5233484
1321,66,246769,Home of Hope,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12222,Buford,nan,101806,8.15,Executive Director,109947,78.75,32000,3629904,Human Services : Children's and Family Services ,0,71.64,0,969343,GA,1358059
1322,96,209180,The Homeless Families Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15252,Columbus,nan,,,nan,208794,96.76,161213,2666602,Human Services : Homeless Services ,148612,96.36,0,1694929,OH,2125504
1323,96,276089,Home of Grace,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11035,Vancleave,nan,81294,2.68,Executive Director,-177629,86.77,311048,3132422,Health : Treatment and Prevention Services ,129712,90.22,0,2443154,MS,927579
1324,56,124151,Home for Life,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9037,Stillwater,nan,,,Executive Director,132448,70.29,33012,-728516,"Animals : Animal Rights, Welfare, and Services ",-69807,62.45,0,740370,MN,1099788
1325,55,314257,Hombre Nuevo,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15938,El Monte,nan,,,nan,1649804,93.36,409667,3657992,Religion : Religious Media and Broadcasting ,1112168,67.83,0,6505548,CA,6276478
1326,67,14531,Holy Land Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16522,Indianapolis,nan,12100,1.19,Board Member,904189,100,19460,9804606,Education : Scholarship and Financial Support ,31509,76.66,0,975968,IN,1599047
1327,93,169101,Holy Land Christian Ecumenical Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10488,Bethesda,nan,76036,4.53,President,-225110,73.79,71528,-227265,Religion : Religious Activities ,362793,80.81,0,1436012,MD,1088738
1328,96,3079196,Holt International Children's Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5914,Eugene,nan,151343,0.61,President & CEO,894460,61,5191707,12046252,Human Services : Children's and Family Services ,419926,72.27,0,16291017,OR,16044758
1329,96,1186175,Holocaust Museum Houston,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7334,Houston,nan,183278,3.55,Chief Executive Officer,520564,72.98,1360975,10703410,"Arts, Culture, Humanities : Museums ",253487,80.68,0,2604081,TX,5141094
1330,93,1211390,Holy Childhood,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6773,Rochester,nan,136948,1.55,"President, CEO",999300,95.62,429372,25879662,Human Services : Social Services ,1562872,94.16,0,7193925,NY,2338216
1331,100,179178,Holy Family Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15287,Chicago,nan,109039,2.83,CEO,467610,90,456406,8319258,"Human Services : Youth Development, Shelter, and Crisis Services ",-2757,92.92,0,3216372,IL,3582403
1332,89,116760,Holiday Express,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12189,Tinton Falls,nan,,,nan,-77734,84.15,80092,450071,Human Services : Children's and Family Services ,324820,86.35,0,1071106,NJ,865404
1333,89,1296972,The Holden Arboretum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3825,Kirtland,nan,235133,2.9,President & CEO,-110947,92.69,431066,147021855,"Environment : Botanical Gardens, Parks, and Nature Centers ",460832,90.66,0,6371728,OH,6652349
1334,96,884080,The Hole in the Wall Gang Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3826,New Haven,nan,231623,1.67,Chief Executive Officer,-335757,93.54,1938603,92524991,Health : Patient and Family Support ,938939,94.62,0,11000335,CT,12548322
1335,77,423891,Hiway 80 Rescue Mission Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12398,Longview,nan,53333,2.09,Executive Director,-1224,78.07,468124,4317974,Human Services : Homeless Services ,-457,77.52,0,1649268,TX,2540516
